,book title,ratings,avg_score,author,score,votes
2508,Melt,11,4.09,L.M. Kennedy,"100,",1
2509,Shriek,25,4.12,Jennifer M. Barry,"100,",1
2510,"All of Me (Confessions of the Heart, #2)","5,053",4.31,A.L. Jackson,"100,",1
2511,"Until You Loved Me: An Interracial, Billionaire Romance",159,4.13,Yuwanda Black,"100,",1
2512,أغنية داليدا الاخيرة,24,4.04,Basma aboelazm,"100,",1
2513,"Seven Sisters (The Bride Lottery, #1)",avg,it,Caty Callahan,"100,",1
2514,Dreaming of Dray: African American Billionaire Urban Fiction Romance (Billionaire Dray Royce Book 1),50,3.68,Sheila Murdock,"100,",1
2515,"Can't Let Go (Georgia Boys, #1)",74,3.65,Chrissy Brown,"100,",1
2516,Heartbreak Warfare,"16,352",4.40,Heather M. Orgeron,"100,",1
2517,"Forged in Steele (KGI, #7)","13,975",4.28,Maya Banks,"100,",1
2518,Cards of Love: Knight of Swords,659,4.49,Autumn Jones Lake,"100,",1
2519,The Prince of Manhattan,20,3.95,Alexei Iskander,"100,",1
2520,Lies of Gold,19,4.63,Jan Selbourne,"100,",1
2521,"Royally Entangled (Her Royal Harem, #1)","2,193",3.72,Catherine  Banks,"100,",1
2522,If it Weren't for You,75,4.63,Dorothea Neamonitos,"100,",1
2523,Nothing More to Take (Give & Take Duet #1),36,4.14,Demetra Georgiou,"100,",1
2524,Pastoral,"2,011",4.10,Nevil Shute,"100,",1
2525,"The Inside Track (License to Love, #2)",68,4.03,Tamsen Parker,"100,",1
2526,"Oppressed and Empowered: The Viscount's Capable Wife (Love's Second Chance: Tales of Damsels and Knights, #5)","1,451",4.17,Bree Wolf,"100,",1
2527,All For Love: on the charity dating show I: the early episodes,10,4.20,Cecelia Hopkins-Drewer,"100,",1
2528,Oliver and Erica: When Friends Become Lovers,31,4.03,Desiree Span,"100,",1
2529,Wilhelm,rating,liked,F. Vawters McCloud,"100,",1
2530,The Forbidden Affairs Of Eva:: What would you do if your one night stand turned out to be your boss?,7,4.86,Isabella Skye,"100,",1
2531,"Only You (Duke of Rutland, #3)",170,4.07,Elizabeth St. Michel,"100,",1
2532,"Girl at Dawn: mother, daughter, and an American",10,4.10,J.J. Chen Henderson,"100,",1
2533,Deliciously Sinful Liaisons,158,4.51,L.M. Mountford,"100,",1
2534,"The Spark (The Carolina Connections, #2)","2,216",4.22,Sylvie Stewart,"100,",1
2535,The Lord Poet,36,4.56,Megan Franks,"100,",1
2536,Dream you,14,3.93,Saniya S. Kohari,"100,",1
2537,Meant To Be Together,98,4.06,Faraaz Kazi,"100,",1
2538,The Truth About Us,280,4.03,R.C. Stephens,"100,",1
2539,"Eversea (Butler Cove, #1)","16,085",4.04,Natasha Boyd,"100,",1
2540,"Savage Grace (Savage, #13)",223,4.33,Cassie Edwards,"100,",1
2541,"Outcast (Wiltshire University, #1)",216,4.02,Lucie V. Ande,"100,",1
2542,Broken Justice,"2,871",3.94,Suzanne Halliday,"100,",1
2543,A Pause in Eternity,13,4.23,Rolando G. Candanosa,"100,",1
2544,The Vacation,15,3.53,L.J. Jade,"100,",1
2545,Even Wilder,24,3.21,Bria Leigh,"100,",1
2546,"Leopard's Blood (Leopard People, #9)","4,066",4.30,Christine Feehan,"100,",1
2547,Pandora Syndrome,11,4.45,April Wahlin,"100,",1
2548,Remnants of You (BFF #3),46,4.43,Kyra Fox,"100,",1
2549,The One Reason,avg,it,Odile Rose,"100,",1
2550,The Famous Flower of Serving Men,8,4.50,Rachel McDonough,"100,",1
2551,Kiss and Consume,24,4.25,Lynelle Barrett,"100,",1
2552,Angel on My Mind,avg,really,Shirley Wiggerman,"100,",1
2553,Etched in Stone (Invested in You Book 1),208,4.05,Liv Arnold,"100,",1
2554,Coming Together (Johnson Road #1),avg,really,Fearne Hill,"100,",1
2555,Romantic Guerrilla,21,3.90,D.S.   Kumar,"100,",1
2556,Menfreya in the Morning,"3,740",3.90,Victoria Holt,"100,",2
2557,"Laces (Boys of Hawthorne Asylum, #1)","8,297",3.74,Tempi Lark,"100,",1
2558,"Heart and Seoul (The Seoul Series, #1)",252,3.87,Erin Kinsella,"100,",1
2559,Inferno (Dark Kings #18),"1,237",4.60,Donna Grant,"100,",1
2560,"A BET ON A HEART (THE TRUE LOVE SERIES, #1).",87,3.98,Alpana Gupta,"100,",1
2561,Salt+Stilettos,72,4.57,Janet Walden-West,"100,",1
2562,Out of Control,0,0.00,Julie Hoag,"100,",1
2563,"Inevitable (Stonewood Brothers, #1)","12,187",3.74,Shain Rose,"100,",1
2564,The Hospice,9,4.11,Heidi Lewis,"100,",1
2565,Beige and Blue,79,3.99,Sara Badawieh,"100,",1
2566,A Marriage Knot,936,4.08,Shobana Mahadevan,"100,",1
2567,The Witch of the Prophecy (The Prophecy Trilogy #1),avg,really,Victoria Jayne,"100,",1
2568,Wild Hearts: A Mermaid Romance (Mermaids of Cornwall Book 1),513,4.03,Amaya Hart,"100,",1
2569,Once and Future Wife,69,4.19,Clarissa Kae,"100,",1
2570,The Road to Narrow Gate,6,4.67,Spring Dalton,"100,",1
2571,"Enter the Black Oak (Black Oak, #1)","2,415",4.12,Monique Edenwood,"100,",1
2572,New Celestial : A teen paranormal romance series (The Celestial Series Book 1),17,4.65,Lisa Champagne,"100,",1
2573,Kiss the Darkness: A forbidden love that could save them all,12,4.58,Chance McGinnis,"100,",1
2574,The Stopover (The Miles High Club #1),avg,really,T.L. Swan,"100,",1
2575,Royal Werelock Breeding,46,2.63,R. Nightingale,"100,",1
2576,Work For Me,228,3.69,R.M Stones,"100,",1
2577,Gravity,971,4.07,Lauren Runow,"100,",1
2578,Enthrall Sessions (8 Book Series),17,4.71,Vanessa Fewings,"100,",1
2579,Something About You (Academy of Dance Series Book 1),avg,it,Fey Morano,"100,",1
2580,Love Letters from Montmartre: A Novel,"3,188",3.73,Nicolas Barreau,"100,",1
2581,"Night Kissed (Chosen Vampire Slayer, #1)",937,3.79,Mila Young,"100,",1
2582,A Tempestuous Affair,9,4.44,Harriet Bennett,"100,",1
2583,The Pull of the Stars,"89,516",3.95,Emma Donoghue,"100,",1
2584,Secret Desires,9,3.11,J.L. Regen,"100,",1
2585,Jugnu,210,4.37,Ruchi Singh,"100,",1
2586,Tears of a Cowgirl,52,4.38,Jupiter Rose,"100,",1
2587,"Taste for Coffee (Taste for Love, #1)",39,4.13,Francine Beaton,"100,",1
2588,"The Knockout Rule (Showmen, #4)",903,3.83,Kelly Siskind,"100,",1
2589,Forever After All,"51,154",3.98,Catharina Maura,"100,",1
2590,"The Last Lumenian (The Last Lumenian, #1)","4,343",4.24,S.G. Blaise,"100,",1
2591,With Every Sunset,avg,it,Jane S. Lake,"100,",1
2592,Fireflies and Chocolate,78,4.51,Ailish Sinclair,"100,",1
2593,Hothouse Flower (Calloway Sisters #2),"76,638",4.24,Krista Ritchie,"100,",1
2594,Stone Heart  (Ailigh Wars Saga #1),32,4.44,Peter J. Merrigan,"100,",1
2595,Acts of Closure (The Acts Series #1),58,4.45,N.T.  Anderson,"100,",1
2596,The Impossible Last Request,avg,it,Andy Vaughan,"100,",1
2597,"Born in Fire (Fire and Ice Trilogy, #1; Demon Days, Vampire Nights, #1)","37,070",4.16,K.F. Breene,"100,",1
2598,Lost Love's Return,"1,207",4.25,Alfred Nicols,"100,",1
2599,"She is Awesome (She is, #1)",2,4.50,Suzanna Stone,"100,",1
2600,Innocent Love - The Beginning,avg,it,Missi Angel,"100,",1
2601,NOAH True Love Never Dies,6,4.67,Carol D. Mitchell,"100,",1
2602,Irresistible in Idaho (At the Altar #15.5),156,4.48,Keira K. Barton,"100,",1
2603,"Nine Minutes (Nine Minutes, #1)","19,510",4.35,Beth Flynn,"100,",1
2604,Deadlocked Desires,32,4.16,Ash   Johnson,"100,",1
2605,Beautifully Redeemed,24,4.71,Kat Warren,"100,",1
2606,Redemption,117,4.38,Victoria  Price,"100,",1
2607,Undertakers Inc.,74,4.28,J.C. Compton,"100,",1
2608,The Sea of Zemira (The Zemiran Chronicles #1),349,3.61,D.L. Blade,"100,",1
2609,"Magnetic Reverie (The Reverie, #1)",169,4.28,Nico J. Genes,"100,",1
2610,Jazmin and Darryon's Story,avg,it,Sylvester Murray,"100,",1
2611,After the Morning After,507,4.33,Tatum James,"100,",1
2612,Never Now: A timeless tale of forbidden love,26,4.12,Lindsay Dee,"100,",1
2613,Letters From 1969,76,4.26,Arthur Archambeau,"100,",1
2614,Gingerbread Men and Toad’s Wart,16,3.69,Daniel Kamin,"100,",1
2615,"Dating Dr. Dil (If Shakespeare Was an Auntie, #1)","66,377",3.58,Nisha Sharma,"100,",1
2616,"Journeys (The Archers of Saint Sebastian, #1)",363,4.60,Jeanne Roland,"100,",1
2617,"Στη Φωτιά της Επανάστασης (Η Τριλογία της Επανάστασης, #1)",avg,really,Έλσα Σπανού,"100,",1
2618,Whisper,"2,565",4.66,Tal Bauer,"100,",1
2619,"Simply You (Hope Valley, #1)",54,3.72,Maggie Wild,"100,",1
2620,Up For Air,652,3.96,Christina  Berry,"100,",1
2621,"Deadly Illusion (Secrets and the City, #1)","16,689",3.87,Kathy Lockheart,"100,",1
2622,Where the Sun Forever Reigns,12,4.50,Circe R.K.,"100,",1
2623,"Splitterherz (Splitterherz, #1)","2,410",3.58,Bettina Belitz,"100,",1
2624,"Ruining Her (McKinley Ranch Duet, #1)","4,613",4.22,Kylie Kent,"100,",1
2625,Poemas Destruídos,avg,it,Gabriel F. Passos,"100,",1
2626,Trading Places,768,3.48,Emily Duvall,"100,",1
2627,Rat-a-tat-tat,16,4.69,Susan Simpson,"100,",1
2628,I Kissed Shara Wheeler,"104,296",3.84,Casey McQuiston,"100,",1
2629,Wild Souls,231,4.10,Faith  Prince,"100,",1
2630,"Pretend You're Mine (Benevolence, #1)","109,231",4.22,Lucy Score,"100,",1
2631,Not in Search of Love,39,4.28,Kashish  Aggarwal,"100,",1
2632,My Heart to Fear,193,3.90,Lulu Astor,"100,",1
2633,Irreversible Decision (The Billionaire's Takeover Series),70,3.91,Heidi Stark,"100,",1
2634,Operation Woo Daisy Ellis,103,3.85,Jane E. Wolfe,"100,",1
2635,Heart Wreck,57,4.23,Melinda Hazen,"100,",1
2636,Christmas at the Saporis (Sherlock Holmes and Irene Adler #2),118,4.69,K.D. Sherrinford,"100,",1
2637,Hope Between the Pages,"1,760",4.46,Pepper Basham,"100,",1
2638,"Witchbound (Northwoods Pack, #1)",105,3.92,Ariel Ellman,"100,",1
2639,"Jabril (Vampires in America, #2)","7,016",4.07,D.B. Reynolds,"100,",1
2640,"Between the Reins (Gold Valley Romance, #4)",443,4.51,Liz Isaacson,"100,",1
2641,Adult Virgins Anonymous,316,3.63,Amber Crewe,"100,",1
2642,Calling Clarissa,192,3.75,Beth Worsdell,"100,",1
2643,Things You Save in a Fire,"180,082",4.01,Katherine Center,"100,",1
2644,Something Sacred I Lost,18,4.83,Emmy Vine,"100,",1
2645,Tweet Cute,"82,778",3.87,Emma Lord,"100,",1
2646,Tackling the Truth,avg,it,Abby McCormick,"100,",1
2647,"Hannah Tate, Beyond Repair","2,988",3.57,Laura Piper Lee,"100,",1
2648,Seven Days in June,"220,343",3.98,Tia Williams,"100,",1
2649,"Finding Center (District Ballet Company, #2)",240,4.12,Katherine  Locke,"100,",1
2650,"To Slay a Demon (Emry's Demons, #1)",23,3.78,Gili Levy,"100,",1
2651,Mary Poser: Butterflies and white lies as Bollywood comes to Nashville,241,4.46,Angel  A.,"100,",1
2652,"Crave (Crave, #1)","257,190",3.76,Tracy Wolff,"100,",1
2653,History Re-Written (Untold Series Book 1),9,4.89,Ana Rayne,"100,",1
2654,"Acquired (The XX Pandemic, #1)",20,4.25,E.S. TREMAYNE,"100,",1
2655,The Inevitability of Us: Coppertin Universe (Willow’s Edge Book 1),105,4.44,LaBrie James,"100,",1
2656,This Is How You Lose the Time War,"340,900",3.84,Amal El-Mohtar,"100,",1
2657,"Wrangling the Wandering Rancher (High Country Ranch, #4)",521,4.48,Jody Hedlund,"100,",1
2658,Out on a Limb,"184,552",4.24,Hannah Bonam-Young,"100,",1
2659,More Than Love: A YA Historical Fantasy (More Than Life Book 3),22,4.50,Bethanie Finger,"100,",1
2660,People We Meet on Vacation,"1,754,432",3.85,Emily Henry,"100,",1
2661,"The Maid's Secret (A Gothic Monster Romance, #1)",117,3.59,Anita Zara,"100,",1
2662,Shadow Legacy,101,3.58,Colleen   Mitchell,"100,",1
2663,The Ex,"179,499",3.85,Freida McFadden,"100,",1
2664,Eat Your Heart Out,364,3.45,Victoria  Brownlee,"100,",1
2665,Love with My Robot ArtIntelQubit? - The Reality of Us,avg,it,Elena Nova,"100,",1
2666,"The Psychic Abilities of Being an Empath: A practical guide to setting boundaries without feeling guilty, protecting yourself, and increasing your self-esteem ... of your life (The Rising Empaths Book 1)",44,3.75,S.C. Rowse,"100,",1
2667,Sarah-Jane's Secret,11,4.64,Janet Scaife,"100,",1
2668,The Vixen,45,3.58,A.M. .,"100,",1
2669,"Meet Me at the Grand (Jonathon Island, #1)",317,4.16,Lindsay Harrel,"100,",1
2670,"Sweat Season (One Move Away: Ava Wilde's Contemporary Romance Collection, #2)",263,4.50,Ava  Wilde,"100,",1
2671,Gifted (Breathless #1),862,3.98,Savannah Kade,"100,",1
2672,"Tiger and the Robot (Chandler Gray, #1)",247,4.37,Grahame Shannon,"100,",1
2673,The Coven Insider's Guide,268,4.73,Chandelle LaVaun,"100,",1
2674,"Where We Left Off (Phoenix Falls, #1)","9,062",3.11,Sapphire Hale,"100,",1
2675,True Love Unlimited,13,4.69,Neil Vickers,"100,",1
2676,Under The Divi Tree - True Love Needs No Reason.,19,4.53,Michael      Solomon,"100,",1
2677,Butterfly Games,99,3.76,Kelly Scarborough,"100,",1
2678,"Even My Scars Loved You: A Dark Romance Novel of Love, Pain, and Letting Go",avg,really,Kristy Coble,"100,",1
2679,Verity's Game,84,4.46,Jennifer Giacalone,"100,",1
2680,The Anniversary,410,4.98,J.J. Winston,"100,",1
2681,The Golden Rule (Raven's Record #4),34,4.65,Debbie Hightower,"100,",1
2682,This Distance We Call Love,15,4.53,Carol Dines,"100,",1
2683,COOPER (Family Bonds Book 4),avg,it,Elizabeth   Jacobs,"100,",1
2684,Riptide - Mörderische Flut,"20,870",3.99,Douglas Preston,"100,",1
2685,Whisperings of Betrayal: 18th Century Historical Romance Thriller (The Books of Roy Andersen),avg,it,Roy J. Andersen,"100,",1
2686,"The Guernsey Novels :Books 1-3: Charming stories of drama, love and mystery set on beautiful Guernsey",300,4.14,Anne  Allen,"100,",1
2687,Meet Me Where the Windrush Flows (From England With Love and...Treachery Book 1),20,4.50,Valerie Massey Goree,"100,",1
2688,OBSIDIAN’S AMULET,4,4.50,Karen Bailey,"100,",1
2689,"Safe by Shaw, Susan (2007) Paperback",avg,it,Susan Shaw,"100,",1
2690,Virtues' Sacrifice: ACT I - Elysium (The Archive Book 1),23,4.61,Christopher Gamlin,"100,",1
2691,Winter in the High Sierra,114,4.57,Robert Brighton,"100,",1
2692,"Marriage Mistake: Companion of I Don’t Trust You and Helping Hands (Twisting, Turning, Healing Journeys Book 2)",111,4.95,Ken Saik,"100,",1
2693,Not a Peep (Cracked Spines Duet #1),"1,965",3.99,M.T. Addams,"100,",1
2694,The Able Queen: Memoirs of a Hump Pilot Lost in the Himalayas,2,4.50,Rainy Horvath,"100,",1
2695,Devine Enquiries 3,22,4.91,Martin Hull,"100,",1
2696,A Climax in Time,58,4.28,Saddletramp 1956,"100,",1
2697,The One Who Got Away: The long-awaited novel from the million-selling author Sarah Rayner,30,4.57,Sarah Rayner,"100,",1
2698,"Unhinged Omega (Ghost Alpha Unit, #4)",731,4.29,Lenore Rosewood,"100,",1
2699,"Almost Wasn't Enough: A Story of Love, Disappointment and Deliverance",3,4.67,Nia B,"100,",1
2700,"Redemption (The Alterran Legacy, #4)",70,4.29,Regina M. Joseph,"100,",1
2701,Warrior's Prize,17,4.88,Elena Douglas,"100,",1
2702,When I Met Elena,22,4.27,Desiree Span,"100,",1
2703,This Is God's Country (Tolerance Trilogy Book 1),60,4.80,Bruce K. Beck,"100,",1
2704,The Tartan Swap: A Highland Clan War Romance,11,4.18,Kimber Kinkaid,"100,",1
2705,The Promise: Love and be loved (A Green Ridge Series),13,4.92,J.J. Marcell,"100,",1
2706,A Guardian Angel's Journey,avg,it,Leon W. Poldy,"100,",1
2707,"Once Upon A Time, In A Faraway Land",avg,it,Sm Chua,"100,",1
2708,Six Hours With Julia: What would you do for the love of your life?,0,0.00,Henry             Martin,"100,",1
2709,The Lion in the Colosseum,44,4.41,Daniel Amory,"100,",1
2710,"Death on the Nile (Hercule Poirot, #18)","308,708",4.12,Agatha Christie,"100,",1
2711,Queen Confessions: The true story of Larry DeWayne Hoy Sr.,2,4.50,Larrika DuPree Hoy,"100,",1
2712,The Wolf (The Wolf of Ashford Manor),20,3.95,Toni Cox,"100,",1
2713,A Game of Proof (The Trials of Sarah Newby #1),"2,247",4.06,Tim Vicary,"100,",1
2714,Captivity (Free Black Canary #1),107,4.85,Nox Noxious,"100,",1
2715,The Pagalan Chronicles Book 1: Search for Morganuke’s Roots,20,4.75,Andrew Houlston,"100,",1
2716,Cotton Dust in the South: A Laura Jensten Historical Mystery,156,4.46,John Marino,"100,",1
2717,The Shape of Fear: A Novel of World War II,avg,really,Charles McNair M D,"100,",1
2718,(In)famous,48,4.27,Daniel Amory,"100,",1
2719,Love's True Calling (True Calling #1),67,4.75,Lori DeJong,"100,",1
2720,The Jezebel List,avg,it,Alisa Dean,"100,",1
2721,Bacco & DeLouise : A Love Beyond Heaven and Hell,2,4.50,Madame Hey,"100,",1
2722,Finding Love In Constantinople: Forbidden Love Struggles (Love & Venom Book 1),21,4.90,Daisy O. Harrison,"100,",1
2723,What the Harvest Holds (Haven #2),25,4.60,Flora  Wilder,"100,",1
2724,Mona White's Diary,avg,it,David A.  Myers,"100,",1
2725,"Love, Lies & Pina Coladas",14,4.50,Zoey Michaels,"100,",1
2726,Bullied By The Bad Boy,941,3.25,Maramartha,"100,",1
2727,Fair Chase,2,4.50,Travis Mulhauser,"100,",1
2728,"Shadows of the Cursed Dragon (Eternal Bond, #1)",38,4.58,Ravan Tempest,"100,",1
2729,"Rush (City Lights Series, #3)","13,564",4.35,Emma   Scott,"100,",1
2730,The Jesus Ring,20,4.45,Daniel  Harry,"100,",1
2731,Red Flags and Rishtas: A Desi Rom Com,"1,368",3.44,Ms Radhika Agrawal,"100,",1
2732,Stolen Moments (Stolen Romance #1),203,3.98,A.B.  Jackson,"100,",1
2733,"Rebellion (Extraction, #2)",214,3.71,Stephanie  Diaz,"100,",1
2734,The King's Blade: An Epic Romantic Fantasy (Queenmakers Saga),15,4.93,Bernadette Rowley,"100,",1
2735,Sweet Disgrace,771,3.55,Cherrie Lynn,"99,",2
2736,A Crimson Frost,"2,601",4.18,Marcia Lynn McClure,"99,",1
2737,A Room with a View and Howards End,"3,103",4.12,E.M. Forster,"99,",2
2738,The Crossroads Cafe,"4,850",3.87,Deborah  Smith,"99,",2
2739,Tryst #1,228,3.39,Ella Steele,"99,",1
2740,Summer Sisters,"132,165",3.85,Judy Blume,"99,",1
2741,"Fatal Shadows / A Dangerous Thing (The Adrien English Mysteries, #1-2)","1,977",4.36,Josh Lanyon,"99,",1
2742,La Nuit des temps,"17,527",4.03,René Barjavel,"99,",1
2743,"Love Lines (Love Lines, #1)",114,4.04,Diana Nixon,"99,",1
2744,The Saint and the Sinner,347,3.56,Barbara Cartland,"99,",1
2745,My Brother Michael,"6,611",4.04,Mary  Stewart,"99,",3
2746,"Dead Beautiful (Dead Beautiful, #1)","13,287",3.96,Yvonne Woon,"99,",1
2747,"Falling Stars (Falling Stars, #1)","5,592",3.90,Sadie Grubor,"99,",1
2748,Hands On Me,14,4.43,Kim Carmichael,"99,",1
2749,Reverb,351,3.65,J. Cafesin,"99,",1
2750,With You Beside Me: A Coulter Family Double (Kendrick/Coulter/Harrigan #2-3),201,4.41,Catherine Anderson,"99,",1
2751,"The End of Me (The Single Lady Spy, #1)","2,118",4.11,Tara Brown,"99,",1
2752,The Bridle Path,43,3.74,Julia Hughes,"99,",1
2753,The Blue Lawn,176,3.68,William  Taylor,"99,",1
2754,"A Royal Pain (Unruly Royals, #1)","2,484",3.31,Megan Mulry,"99,",1
2755,That First Kiss (Night Calls #2),"1,288",3.81,J.C. Valentine,"99,",1
2756,"Anna and the Duke (The MacLaughlins, #1)","1,086",3.78,Kathryn Smith,"99,",1
2757,"Learning to Trust (Learning, #1)",387,3.87,Cynthia P. O'Neill,"99,",1
2758,"Men of Steel (Men of Steel, #1.1)","2,202",3.98,M.J. Fields,"99,",1
2759,"Laid Bare (Brown Family, #1)","14,014",3.90,Lauren Dane,"99,",1
2760,Stately Pleasures,279,3.73,Lucy Felthouse,"99,",1
2761,"Good Girl Gone Bad (Hot Cops, #1)",786,3.76,Karin Tabke,"99,",1
2762,"Betting on You (Danvers, #4.5)","1,955",3.95,Sydney Landon,"99,",1
2763,Silken Images,7,4.29,Jennifer Larmar,"99,",1
2764,Haveli,399,3.69,Zeenat Mahal,"99,",1
2765,"To Have (The Dumont Diaries, #1)","3,934",3.78,Alessandra Torre,"99,",1
2766,Vow Unbroken (Texas Romance #1),198,4.22,Caryl McAdoo,"99,",1
2767,Lakeside Cottage,"6,857",4.04,Susan Wiggs,"99,",1
2768,He Followed Me Home,68,4.40,Nicole Sturgill,"99,",1
2769,Offbeat Love Stories and More,97,3.67,Jennifer K. Lafferty,"99,",1
2770,"Rubenesque Rapture (The Endurers, #1)",165,3.44,Rose Wynters,"99,",1
2771,The Untamed Bride (Black Cobra Quartet #1),"4,761",3.84,Stephanie Laurens,"99,",1
2772,"Laying a Foundation (Love Under Construction, #1)",388,4.25,Deanndra Hall,"99,",1
2773,Tempest,19,4.42,Chantilly White,"99,",1
2774,Our Everything,8,3.62,Michelle Jane,"99,",1
2775,"The Heart's Game (Kelly Brothers, #4)",427,3.92,Crista McHugh,"99,",1
2776,The Rock Orchard: A Novel,"1,234",3.86,Paula Wall,"99,",1
2777,"Maid-sama! Vol. 01 (Maid-sama!, #1)","74,084",4.42,Hiro Fujiwara,"99,",2
2778,"I Want to Hold Your Hand (Green Mountain, #2)","5,256",4.27,Marie Force,"99,",1
2779,Ride for a Cure,21,4.52,N.C. Winters,"99,",1
2780,"What Lies Inside (Blood Bound, #1)",482,4.04,J.L. Myers,"99,",1
2781,"Possession of My Soul (The Three Immortal Blades, #1)","2,117",3.54,Kia Carrington-Russell,"99,",1
2782,"Complete Surrender (LaCasse, #3)",53,4.60,Ju Ephraime,"99,",1
2783,"Just Human (Just Human, #1)","1,742",3.88,Kerry Heavens,"99,",1
2784,Eternally and Evermore,5,4.80,Marc Nobbs,"99,",1
2785,Belfast Girls,372,3.42,Gerry McCullough,"99,",1
2786,"Chop, Chop (Chop, Chop, #1)","3,121",4.06,L.N. Cronk,"99,",1
2787,The White Rose,avg,really,Mary Ann Cook,"99,",1
2788,Tressa,44,3.95,Barbara T. Cerny,"99,",1
2789,Instinctual Book 1,59,3.49,Amanda Mackey,"99,",1
2790,Frozen Pulses Flutter,8,4.38,Brandy D. Anderson,"99,",1
2791,What If,"8,382",3.89,Rebecca    Donovan,"99,",1
2792,Moonstone Obsession,339,4.10,Elizabeth Ellen Carter,"99,",1
2793,"Rival Love (Rival Love, #1)",826,3.81,Natalie Decker,"99,",1
2794,Stolen Breaths (Stolen Breaths #1),621,3.69,Pamela Sparkman,"99,",1
